,WPSNR,NWPSNR
0490.jpg,39.638,0.612
0491.jpg,35.712,0.472
0492.jpg,36.662,0.506
0493.jpg,34.646,0.434
0494.jpg,37.397,0.532
0495.jpg,37.137,0.523
0496.jpg,37.837,0.548
0497.jpg,37.638,0.541
0498.jpg,40.511,0.643
0499.jpg,35.964,0.481
0500.jpg,35.398,0.46
0501.jpg,37.508,0.536
0502.jpg,39.208,0.597
0503.jpg,35.932,0.48
0504.jpg,36.425,0.497
0505.jpg,34.422,0.425
0506.jpg,34.206,0.418
0507.jpg,37.516,0.536
0508.jpg,37.712,0.543
0509.jpg,37.751,0.545
0510.jpg,37.527,0.537
0511.jpg,36.841,0.512
0512.jpg,38.759,0.581
0513.jpg,37.561,0.538
0514.jpg,37.156,0.523
0515.jpg,37.612,0.54
0516.jpg,37.332,0.53
0517.jpg,38.111,0.558
0518.jpg,38.682,0.578
0519.jpg,38.714,0.579
0520.jpg,38.006,0.554
0521.jpg,38.39,0.568
0522.jpg,39.887,0.621
0523.jpg,42.153,0.702
0524.jpg,43.772,0.76
0525.jpg,48.085,0.915
0526.jpg,47.849,0.906
0527.jpg,47.394,0.89
0528.jpg,47.221,0.884
0529.jpg,47.05,0.878
0530.jpg,47.047,0.877
0531.jpg,47.349,0.888
0532.jpg,47.291,0.886
0533.jpg,44.807,0.797
0534.jpg,42.537,0.716
0535.jpg,41.031,0.662
0536.jpg,41.146,0.666
0537.jpg,43.63,0.755
0538.jpg,47.744,0.902
0539.jpg,48.209,0.919
0540.jpg,47.591,0.897
0541.jpg,48.362,0.925
0542.jpg,47.94,0.909
0543.jpg,47.979,0.911
0544.jpg,47.37,0.889
0545.jpg,47.521,0.894
0546.jpg,47.986,0.911
0547.jpg,47.7,0.901
0548.jpg,47.376,0.889
0549.jpg,47.473,0.893
0550.jpg,47.953,0.91
0551.jpg,48.061,0.914
0552.jpg,46.306,0.851
0553.jpg,43.042,0.734
0554.jpg,43.627,0.755
0555.jpg,43.027,0.734
0556.jpg,37.39,0.532
0557.jpg,35.777,0.474
0558.jpg,35.023,0.447
0559.jpg,39.9,0.622
0560.jpg,42.447,0.713
0561.jpg,42.326,0.708
0562.jpg,47.713,0.901
0563.jpg,47.658,0.899
0564.jpg,47.238,0.884
0565.jpg,47.927,0.909
0566.jpg,48.08,0.914
0567.jpg,47.752,0.903
0568.jpg,47.62,0.898
0569.jpg,48.079,0.914
0570.jpg,48.566,0.932
0571.jpg,44.996,0.804
0572.jpg,44.657,0.792
0573.jpg,45.058,0.806
0574.jpg,47.087,0.879
0575.jpg,47.4,0.89
0576.jpg,47.016,0.876
0577.jpg,47.449,0.892
0578.jpg,47.736,0.902
0579.jpg,47.736,0.902
0580.jpg,47.748,0.903
0581.jpg,48.413,0.926
0582.jpg,47.783,0.904
0583.jpg,47.562,0.896
0584.jpg,47.71,0.901
0585.jpg,48.348,0.924
0586.jpg,48.021,0.912
0587.jpg,47.822,0.905
0588.jpg,47.095,0.879
0589.jpg,47.808,0.905
0590.jpg,47.622,0.898
0591.jpg,43.937,0.766
0592.jpg,41.332,0.673
0593.jpg,38.671,0.578
0594.jpg,37.506,0.536
0595.jpg,36.53,0.501
0596.jpg,36.328,0.494
0597.jpg,36.465,0.499
0598.jpg,36.362,0.495
0599.jpg,36.075,0.485
0600.jpg,35.672,0.47
0601.jpg,35.124,0.451
0602.jpg,35.246,0.455
0603.jpg,34.958,0.445
0604.jpg,34.86,0.441
0605.jpg,34.878,0.442
0606.jpg,34.846,0.441
0607.jpg,35.01,0.447
0608.jpg,35.126,0.451
0609.jpg,35.329,0.458
0610.jpg,35.495,0.464
0611.jpg,35.511,0.464
0612.jpg,35.695,0.471
0613.jpg,36.115,0.486
0614.jpg,36.292,0.492
0615.jpg,36.063,0.484
0616.jpg,36.02,0.483
0617.jpg,35.975,0.481
0618.jpg,35.835,0.476
0619.jpg,35.843,0.476
0620.jpg,35.342,0.458
0621.jpg,34.94,0.444
0622.jpg,34.289,0.421
0623.jpg,34.194,0.417
0624.jpg,34.463,0.427
0625.jpg,34.477,0.427
0626.jpg,34.777,0.438
0627.jpg,34.827,0.44
0628.jpg,35.558,0.466
0629.jpg,35.426,0.461
0630.jpg,35.684,0.471
0631.jpg,35.702,0.471
0632.jpg,35.744,0.473
0633.jpg,35.81,0.475
0634.jpg,35.78,0.474
0635.jpg,35.85,0.477
0636.jpg,35.723,0.472
0637.jpg,35.538,0.465
0638.jpg,35.64,0.469
0639.jpg,36.029,0.483
0640.jpg,36.057,0.484
0641.jpg,35.214,0.454
0642.jpg,35.866,0.477
0643.jpg,35.514,0.465
0644.jpg,35.279,0.456
0645.jpg,35.187,0.453
0646.jpg,35.162,0.452
0647.jpg,35.166,0.452
0648.jpg,35.183,0.453
0649.jpg,35.248,0.455
0650.jpg,35.656,0.47
0651.jpg,35.604,0.468
0652.jpg,35.852,0.477
0653.jpg,36.97,0.517
0654.jpg,39.18,0.596
0655.jpg,35.691,0.471
0656.jpg,40.932,0.659
0657.jpg,47.217,0.884
0658.jpg,48.557,0.931
0659.jpg,47.834,0.906
0660.jpg,47.138,0.881
0661.jpg,48.498,0.929
0662.jpg,48.636,0.934
0663.jpg,48.179,0.918
0664.jpg,46.321,0.851
0665.jpg,47.565,0.896
0666.jpg,47.671,0.9
0667.jpg,48.794,0.94
0668.jpg,48.677,0.936
0669.jpg,48.028,0.913
0670.jpg,48.373,0.925
0671.jpg,48.044,0.913
0672.jpg,47.833,0.906
0673.jpg,48.404,0.926
0674.jpg,47.696,0.901
0675.jpg,47.78,0.904
0676.jpg,47.812,0.905
0677.jpg,48.357,0.924
0678.jpg,48.282,0.922
0679.jpg,48.565,0.932
0680.jpg,48.365,0.925
0681.jpg,45.531,0.823
0682.jpg,42.135,0.702
0683.jpg,39.819,0.619
0684.jpg,37.391,0.532
0685.jpg,40.738,0.652
0686.jpg,36.215,0.49
0687.jpg,37.018,0.518
0688.jpg,36.91,0.515
0689.jpg,37.43,0.533
0690.jpg,35.871,0.477
0691.jpg,37.451,0.534
0692.jpg,34.433,0.426
0693.jpg,42.706,0.722
0694.jpg,37.707,0.543
0695.jpg,36.903,0.514
0696.jpg,37.127,0.522
0697.jpg,35.377,0.46
0698.jpg,37.639,0.541
0699.jpg,35.693,0.471
0700.jpg,34.488,0.428
0701.jpg,36.747,0.509
0702.jpg,34.105,0.414
0703.jpg,36.85,0.512
0704.jpg,36.222,0.49
0705.jpg,38.233,0.562
0706.jpg,38.875,0.585
0707.jpg,42.283,0.707
0708.jpg,46.258,0.849
0709.jpg,48.161,0.917
0710.jpg,48.304,0.922
0711.jpg,47.935,0.909
0712.jpg,48.146,0.917
0713.jpg,48.158,0.917
0714.jpg,49.186,0.954
0715.jpg,48.587,0.933
0716.jpg,48.576,0.932
0717.jpg,48.449,0.928
0718.jpg,47.98,0.911
0719.jpg,49.137,0.952
0720.jpg,47.394,0.89
0721.jpg,48.604,0.933
0722.jpg,48.487,0.929
0723.jpg,49.086,0.95
0724.jpg,48.129,0.916
0725.jpg,48.125,0.916
0726.jpg,47.891,0.908
0727.jpg,48.106,0.915
0728.jpg,46.965,0.874
0729.jpg,47.925,0.909
0730.jpg,48.856,0.942
0731.jpg,48.403,0.926
0732.jpg,38.559,0.574
0733.jpg,36.632,0.505
0734.jpg,36.583,0.503
0735.jpg,34.347,0.423
0736.jpg,37.229,0.526
0737.jpg,36.205,0.489
0738.jpg,38.325,0.565
0739.jpg,37.218,0.526
0740.jpg,36.082,0.485
0741.jpg,39.012,0.59
0742.jpg,34.304,0.421
0743.jpg,34.443,0.426
0744.jpg,34.394,0.424
0745.jpg,35.9,0.478
0746.jpg,35.467,0.463
0747.jpg,34.587,0.431
0748.jpg,29.371,0.245
0749.jpg,31.843,0.333
0750.jpg,35.291,0.457
0751.jpg,35.247,0.455
0752.jpg,33.863,0.405
0753.jpg,34.876,0.442
0754.jpg,36.754,0.509
0755.jpg,37.534,0.537
0756.jpg,36.806,0.511
0757.jpg,37.193,0.525
0758.jpg,35.358,0.459
0759.jpg,36.798,0.511
0760.jpg,34.963,0.445
0761.jpg,36.675,0.506
0762.jpg,37.737,0.544
0763.jpg,39.839,0.619
0764.jpg,39.771,0.617
0765.jpg,39.017,0.59
0766.jpg,40.403,0.64
0767.jpg,39.617,0.611
0768.jpg,38.49,0.571
0769.jpg,39.076,0.592
0770.jpg,38.309,0.565
0771.jpg,38.28,0.564
0772.jpg,37.447,0.534
0773.jpg,36.972,0.517
0774.jpg,35.905,0.479
0775.jpg,34.775,0.438
0776.jpg,33.632,0.397
0777.jpg,33.324,0.386
0778.jpg,33.68,0.399
0779.jpg,34.142,0.415
0780.jpg,34.111,0.414
0781.jpg,34.309,0.421
0782.jpg,34.405,0.425
0783.jpg,34.142,0.415
0784.jpg,35.332,0.458
0785.jpg,34.234,0.419
0786.jpg,34.106,0.414
0787.jpg,33.841,0.405
0788.jpg,33.801,0.403
0789.jpg,33.235,0.383
0790.jpg,33.561,0.395
0791.jpg,33.451,0.391
0792.jpg,32.805,0.368
0793.jpg,32.748,0.366
0794.jpg,33.826,0.404
0795.jpg,33.995,0.41
0796.jpg,33.188,0.381
0797.jpg,36.152,0.487
0798.jpg,34.085,0.413
0799.jpg,38.802,0.582
0800.jpg,43.909,0.765
0801.jpg,44.269,0.778
0802.jpg,45.8,0.833
0803.jpg,45.991,0.84
0804.jpg,43.951,0.767
0805.jpg,43.128,0.737
0806.jpg,42.038,0.698
0807.jpg,41.245,0.67
0808.jpg,42.86,0.728
0809.jpg,44.521,0.787
0810.jpg,45.374,0.818
0811.jpg,45.145,0.809
0812.jpg,45.238,0.813
0813.jpg,45.437,0.82
0814.jpg,45.498,0.822
0815.jpg,45.869,0.835
0816.jpg,45.023,0.805
0817.jpg,42.858,0.727
0818.jpg,35.745,0.473
0819.jpg,34.377,0.424
0820.jpg,35.203,0.453
0821.jpg,36.556,0.502
0822.jpg,42.429,0.712
0823.jpg,45.7,0.829
0824.jpg,45.769,0.832
0825.jpg,45.707,0.829
0826.jpg,46.463,0.857
0827.jpg,47.918,0.909
0828.jpg,46.291,0.85
0829.jpg,45.083,0.807
0830.jpg,44.655,0.792
0831.jpg,43.906,0.765
0832.jpg,44.114,0.772
0833.jpg,45.845,0.834
0834.jpg,45.337,0.816
0835.jpg,45.24,0.813
0836.jpg,45.318,0.816
0837.jpg,46.157,0.846
0838.jpg,44.928,0.802
0839.jpg,43.027,0.734
0840.jpg,41.269,0.671
0841.jpg,40.133,0.63
0842.jpg,39.345,0.602
0843.jpg,38.401,0.568
0844.jpg,37.399,0.532
0845.jpg,35.804,0.475
0846.jpg,34.259,0.42
0847.jpg,33.334,0.387
0848.jpg,32.989,0.374
0849.jpg,32.869,0.37
0850.jpg,32.906,0.371
0851.jpg,32.831,0.369
0852.jpg,32.937,0.372
0853.jpg,32.614,0.361
0854.jpg,32.263,0.348
0855.jpg,31.944,0.337
0856.jpg,31.79,0.331
0857.jpg,31.748,0.33
0858.jpg,31.734,0.329
0859.jpg,31.666,0.327
0860.jpg,31.656,0.326
0861.jpg,31.609,0.325
0862.jpg,31.617,0.325
0863.jpg,31.606,0.325
0864.jpg,32.469,0.356
0865.jpg,31.883,0.335
0866.jpg,32.139,0.344
0867.jpg,32.087,0.342
0868.jpg,32.006,0.339
0869.jpg,32.923,0.372
0870.jpg,32.898,0.371
0871.jpg,32.914,0.372
0872.jpg,32.869,0.37
0873.jpg,31.98,0.338
0874.jpg,31.963,0.337
0875.jpg,32.827,0.368
0876.jpg,32.732,0.365
0877.jpg,32.464,0.355
0878.jpg,32.601,0.36
0879.jpg,32.531,0.358
0880.jpg,32.052,0.341
0881.jpg,32.83,0.368
0882.jpg,33.343,0.387
0883.jpg,35.167,0.452
0884.jpg,38.482,0.571
0885.jpg,44.057,0.77
0886.jpg,47.27,0.885
0887.jpg,46.464,0.857
0888.jpg,45.045,0.806
0889.jpg,44.623,0.791
0890.jpg,45.679,0.828
0891.jpg,47.053,0.878
0892.jpg,46.382,0.854
0893.jpg,46.181,0.846
0894.jpg,46.437,0.856
0895.jpg,42.603,0.718
0896.jpg,44.973,0.803
0897.jpg,43.735,0.759
0898.jpg,45.792,0.833
0899.jpg,47.153,0.881
0900.jpg,46.834,0.87
0901.jpg,46.78,0.868
0902.jpg,47.568,0.896
0903.jpg,48.255,0.921
0904.jpg,46.93,0.873
0905.jpg,47.127,0.88
0906.jpg,46.581,0.861
0907.jpg,48.498,0.929
0908.jpg,48.933,0.945
0909.jpg,48.513,0.93
0910.jpg,45.019,0.805
0911.jpg,46.308,0.851
0912.jpg,44.076,0.771
0913.jpg,40.885,0.657
0914.jpg,36.435,0.498
0915.jpg,35.383,0.46
0916.jpg,34.027,0.411
0917.jpg,34.357,0.423
0918.jpg,33.888,0.406
0919.jpg,36.22,0.49
0920.jpg,34.216,0.418
0921.jpg,32.668,0.363
0922.jpg,33.83,0.404
0923.jpg,31.006,0.303
0924.jpg,30.644,0.29
0925.jpg,30.99,0.303
0926.jpg,34.073,0.413
0927.jpg,34.255,0.42
0928.jpg,33.102,0.378
0929.jpg,34.062,0.413
0930.jpg,33.174,0.381
0931.jpg,34.219,0.418
0932.jpg,33.017,0.375
0933.jpg,33.064,0.377
0934.jpg,33.369,0.388
